,year,ind,value
727,1951,Productivity,1.6121795725073187
728,1952,Real GDP,0.4257366288127443
729,1952,Employment,0.4629725678219957
730,1952,Average hours,1.1255465854310411
731,1952,Productivity,2.0375032085496425
732,1953,Real GDP,0.8065061300293268
733,1953,Employment,0.4957160758694199
734,1953,Average hours,1.068614304702146
735,1953,Productivity,2.391027184424771
736,1954,Real GDP,1.6762201641983374
737,1954,Employment,0.2343837550661439
738,1954,Average hours,1.0084011989855308
739,1954,Productivity,2.9397223616292103
740,1955,Real GDP,2.515828498036013
741,1955,Employment,-0.07620747144329913
742,1955,Average hours,0.6485723981994658
743,1955,Productivity,3.1073712272131795
744,1956,Real GDP,2.9235165340660685
745,1956,Employment,-0.6609714454873503
746,1956,Average hours,0.544613652908557
747,1956,Productivity,2.806218427140211
748,1957,Real GDP,3.242537016920661
749,1957,Employment,-0.6293231593261156
750,1957,Average hours,0.3110149284783975
751,1957,Productivity,2.9195242514059307
752,1958,Real GDP,3.047641447970003
753,1958,Employment,-0.5369338145715329
754,1958,Average hours,0.3622602152584097
755,1958,Productivity,2.871834880552263
756,1959,Real GDP,3.1203244030882624
757,1959,Employment,-0.3122989436119909
758,1959,Average hours,0.2706656313093193
759,1959,Productivity,3.0871131580246174
760,1960,Real GDP,3.417115409608072
761,1960,Employment,-0.39808152035385735
762,1960,Average hours,0.3718412980202603
763,1960,Productivity,3.396654699766343
764,1961,Real GDP,3.3100178251404087
765,1961,Employment,-0.3626118410719634
766,1961,Average hours,0.58657917639455
767,1961,Productivity,3.5478986694329437
768,1962,Real GDP,3.2602434821227035
769,1962,Employment,-0.4396737717816962
770,1962,Average hours,0.6242536103054491
771,1962,Productivity,3.457917032045434
772,1963,Real GDP,3.1954466255176377
773,1963,Employment,-0.40354542155925854
774,1963,Average hours,0.6840364372793613
775,1963,Productivity,3.4939164958804954
776,1964,Real GDP,3.3195606455819315
777,1964,Employment,-0.3794021847347347
778,1964,Average hours,0.7020393600568379
779,1964,Productivity,3.659594931725425
780,1965,Real GDP,3.1501519905723363
781,1965,Employment,-0.3730437152372918
782,1965,Average hours,0.809938946357177
783,1965,Productivity,3.6086784419132707
784,1966,Real GDP,3.1448508323358033
785,1966,Employment,-0.34405863500650236
786,1966,Average hours,1.0273983529872612
787,1966,Productivity,3.8598798697939523
788,1967,Real GDP,3.2316081968320547
789,1967,Employment,-0.18906163209860755
790,1967,Average hours,0.9896753355453493
791,1967,Productivity,4.070489397132238
792,1968,Real GDP,3.649877783960548
793,1968,Employment,-0.23661605825066584
794,1968,Average hours,0.8878890261126637
795,1968,Productivity,4.337660321637623
796,1969,Real GDP,3.4312616843770862
797,1969,Employment,-0.4564189142094402
798,1969,Average hours,0.9843545665340268
799,1969,Productivity,3.9859007258649712
800,1970,Real GDP,3.0750008680892282
801,1970,Employment,-0.23654929026350002
802,1970,Average hours,1.161463560194503
803,1970,Productivity,4.045698122597995
804,1971,Real GDP,3.1553523121833478
805,1971,Employment,-0.03436844115449248
806,1971,Average hours,1.2044754272770652
807,1971,Productivity,4.385727480016198
808,1972,Real GDP,3.4752987186188236
809,1972,Employment,0.007806354120887549
810,1972,Average hours,0.9059292360960776
811,1972,Productivity,4.441056772841385
812,1973,Real GDP,3.6391171817234342
813,1973,Employment,-0.13746497445472936
814,1973,Average hours,0.8162248675839845
815,1973,Productivity,4.358551213354511
816,1974,Real GDP,2.8380501116770427
817,1974,Employment,-0.045911780722323214
818,1974,Average hours,0.8977283367744928
819,1974,Productivity,3.7347926040571906
820,1975,Real GDP,2.4763286622135614
821,1975,Employment,0.0942473341032772
822,1975,Average hours,0.9519033624778264
823,1975,Productivity,3.566483492067629
824,1976,Real GDP,2.6119577007305534
825,1976,Employment,0.21311646678149027
826,1976,Average hours,0.7105907528351668
827,1976,Productivity,3.573012756220225
828,1977,Real GDP,2.580113330015256
829,1977,Employment,0.06067000664454121
830,1977,Average hours,0.5935518799662842
831,1977,Productivity,3.261285130722585
832,1978,Real GDP,2.454729593402799
833,1978,Employment,-0.052552745656792056
834,1978,Average hours,0.5494939404329736
835,1978,Productivity,2.970330719666618
836,1979,Real GDP,2.6361134800692407
837,1979,Employment,-0.1483571700557933
838,1979,Average hours,0.5135044326621083
839,1979,Productivity,3.01650676949878
840,1980,Real GDP,2.160347484089025
841,1980,Employment,-0.14693393887776138
842,1980,Average hours,0.46168244997834795
843,1980,Productivity,2.4765251721661357
844,1981,Real GDP,1.7345213467799958
845,1981,Employment,0.02568838382988279
846,1981,Average hours,0.4467599553835832
847,1981,Productivity,2.202854694100984
848,1982,Real GDP,1.5066415632932995
849,1982,Employment,0.25113815006824075
850,1982,Average hours,0.5836317944607463
851,1982,Productivity,2.3505620061638792
852,1983,Real GDP,1.277091375417848
853,1983,Employment,0.48166614352812404
854,1983,Average hours,0.6652885919282203
855,1983,Productivity,2.4484067071365394
856,1984,Real GDP,1.7518154798381729
857,1984,Employment,0.29279099276500514
858,1984,Average hours,0.5493672735020497
859,1984,Productivity,2.618999751234102
860,1985,Real GDP,2.3193803623250537
861,1985,Employment,0.12802000234551625
862,1985,Average hours,0.3666270766252503
863,1985,Productivity,2.8344545738473146
864,1986,Real GDP,2.3425275257924225
865,1986,Employment,0.00644000399417669
866,1986,Average hours,0.358403694352883
867,1986,Productivity,2.7234800427446935
868,1987,Real GDP,2.632154573842969
869,1987,Employment,-0.1835046810974541
870,1987,Average hours,0.3856142032383203
871,1987,Productivity,2.844174790048379
872,1988,Real GDP,2.791366075375136
873,1988,Employment,-0.4599536105404119
874,1988,Average hours,0.35068970272043676
875,1988,Productivity,2.6853857889188455
876,1989,Real GDP,2.6761058416278356
877,1989,Employment,-0.6181608491482068
878,1989,Average hours,0.31486070778070013
879,1989,Productivity,2.378548303289125
880,1990,Real GDP,2.9519105811208988
881,1990,Employment,-0.7070325828935268
882,1990,Average hours,0.2204165484085217
883,1990,Productivity,2.4722453487088383
884,1991,Real GDP,2.9179047934005555
885,1991,Employment,-0.7046797967191188
886,1991,Average hours,0.16314997830022776
887,1991,Productivity,2.378865575801986
888,1992,Real GDP,2.7523248379933576
889,1992,Employment,-0.6630007944209286
890,1992,Average hours,0.17803954715124784
891,1992,Productivity,2.268809361946933
892,1993,Real GDP,2.5809689419363147
893,1993,Employment,-0.6436885415627291
894,1993,Average hours,0.1677833574939822
895,1993,Productivity,2.105128342049847
896,1994,Real GDP,2.7420197192285323
897,1994,Employment,-0.5086147214361645
898,1994,Average hours,0.14343536249074001
899,1994,Productivity,2.3731898691053805
900,1995,Real GDP,2.573926438840658
901,1995,Employment,-0.5053171809114101
902,1995,Average hours,0.14485555839132463
903,1995,Productivity,2.212145154946737
904,1996,Real GDP,2.5134746719564567
905,1996,Employment,-0.5364282444781935
906,1996,Average hours,0.1173842514932349
907,1996,Productivity,2.0923735202593643
908,1997,Real GDP,2.2902440529872203
909,1997,Employment,-0.5160222394982961
910,1997,Average hours,0.15019617615403044
911,1997,Productivity,1.9274898988611664
912,1998,Real GDP,2.0305819938126337
913,1998,Employment,-0.2881798293608341
914,1998,Average hours,0.21545075740250472
915,1998,Productivity,1.9680937830626004
916,1999,Real GDP,2.1006273075008037
917,1999,Employment,-0.16693227739340014
918,1999,Average hours,0.2863565002884255
919,1999,Productivity,2.2287485880772824
920,2000,Real GDP,2.4034352563510617
921,2000,Employment,-0.2376364055179568
922,2000,Average hours,0.306296770885063
923,2000,Productivity,2.4804484673054734
924,2001,Real GDP,2.7879443955328194
925,2001,Employment,-0.5844469871916672
926,2001,Average hours,0.14267084545683187
927,2001,Productivity,2.34407845404756
928,2002,Real GDP,2.9916819821759106
929,2002,Employment,-0.9059146395330124
930,2002,Average hours,0.20934724851684755
931,2002,Productivity,2.2865899528559774
932,2003,Real GDP,3.0875978001790054
933,2003,Employment,-1.0978370793337462
934,2003,Average hours,0.24074012156290628
935,2003,Productivity,2.2171138251317957
936,2004,Real GDP,2.951884679812602
937,2004,Employment,-1.1278927892470623
938,2004,Average hours,0.31677030620346774
939,2004,Productivity,2.12998319356487
940,2005,Real GDP,2.9984569751175156
941,2005,Employment,-1.1169374827854406
942,2005,Average hours,0.31061420223732117
943,2005,Productivity,2.1806908634978166
944,2006,Real GDP,2.993884389354798
945,2006,Employment,-1.1230311181020076
946,2006,Average hours,0.34189437388921295
947,2006,Productivity,2.2018961765752425
948,2007,Real GDP,2.9367484543159526
949,2007,Employment,-1.0265796750075198
950,2007,Average hours,0.32555349725634125
951,2007,Productivity,2.2255581266793603
952,2008,Real GDP,2.554949997363252
953,2008,Employment,-1.0102674297382186
954,2008,Average hours,0.3335871922906657
955,2008,Productivity,1.8705855422495108
956,2009,Real GDP,1.7938414159652556
957,2009,Employment,-0.7117535921825087
958,2009,Average hours,0.41782197595191767
959,2009,Productivity,1.4872816016175388
960,2010,Real GDP,1.6108552140950625
961,2010,Employment,-0.6201350279132296
962,2010,Average hours,0.2964118670449679
963,2010,Productivity,1.273443953183522
964,2011,Real GDP,1.4891567742851635
965,2011,Employment,-0.5878140469832497
966,2011,Average hours,0.32578301649205377
967,2011,Productivity,1.2149249360151766
968,2012,Real GDP,1.38073380590905
969,2012,Employment,-0.6130282640531928
970,2012,Average hours,0.13932406675219505
971,2012,Productivity,0.8937279656188861
972,2013,Real GDP,1.2252244607174676
973,2013,Employment,-0.6310889389744638
974,2013,Average hours,0.019389135662062084
975,2013,Productivity,0.6000955213474113
976,2014,Real GDP,1.2794784835045665
977,2014,Employment,-0.7589146075658132
978,2014,Average hours,-0.03494379528523926
979,2014,Productivity,0.4717583444665765
980,2015,Real GDP,1.201691806732599
981,2015,Employment,-0.821996631496123
982,2015,Average hours,0.002325686542158689
983,2015,Productivity,0.36986936040942486
984,2016,Real GDP,1.1319927898451254
985,2016,Employment,-0.86436063701795
986,2016,Average hours,-0.028064440752695135
987,2016,Productivity,0.22774867776146027
988,2017,Real GDP,1.0216115353742365
989,2017,Productivity,0.13180852869049034
990,2018,Real GDP,1.2239783379508977
991,2018,Productivity,0.3357459969754925
992,2019,Real GDP,1.7847639878034802
993,2019,Productivity,0.572892993025107
994,2020,Real GDP,1.7272330662712367
995,2020,Productivity,0.5394550835583614
996,2021,Real GDP,1.7285456540844024
997,2021,Productivity,0.5421730773178517
998,2022,Real GDP,1.7516987037307916
999,2022,Productivity,0.7236612950778678
1000,2023,Real GDP,1.7180808346240362
1001,2023,Productivity,0.8453938686040903
1002,2024,Real GDP,1.5813643075484194
1003,2024,Productivity,0.9551714246386744
1004,2025,Real GDP,1.5471139301077697
1005,2025,Productivity,1.0420725681341878
1006,2026,Real GDP,1.562861009624941
1007,2026,Productivity,1.1597044307746656
1008,2027,Real GDP,1.624825593091579
1009,2027,Employment,-0.3601376916852847
1010,2027,Average hours,0.0
1011,2027,Productivity,1.2646879014062942
1012,2028,Real GDP,1.700194810030871
1013,2028,Employment,-0.3452410102856337
1014,2028,Average hours,0.0
1015,2028,Productivity,1.3549537997452372
1016,2029,Real GDP,1.7898733105797728
1017,2029,Employment,-0.33593318825232743
1018,2029,Average hours,0.0
1019,2029,Productivity,1.4539401223274455
1020,2030,Real GDP,1.882400681918338
1021,2030,Employment,-0.33136822861144954
1022,2030,Average hours,0.0
1023,2030,Productivity,1.5510324533068887
1024,2031,Real GDP,1.9557070306317335
1025,2031,Employment,-0.31866698892783074
1026,2031,Average hours,0.0
1027,2031,Productivity,1.6370400417039028
1028,2032,Real GDP,2.025417609847102
1029,2032,Employment,-0.30866750571071533
1030,2032,Average hours,0.0
1031,2032,Productivity,1.716750104136387
1032,2033,Real GDP,2.0875745482106174
1033,2033,Employment,-0.30036017323657194
1034,2033,Average hours,0.0
1035,2033,Productivity,1.787214374974046
1036,2034,Real GDP,2.137180935863023
1037,2034,Employment,-0.28950229005131844
1038,2034,Average hours,0.0
1039,2034,Productivity,1.8476786458117047
1040,2035,Real GDP,2.173453451418306
1041,2035,Employment,-0.27531053476894174
1042,2035,Average hours,0.0
1043,2035,Productivity,1.898142916649364
1044,2036,Real GDP,2.204831801309941
1045,2036,Employment,-0.26622461382291807
1046,2036,Average hours,0.0
1047,2036,Productivity,1.938607187487023
1048,2037,Real GDP,2.2262239618005686
1049,2037,Employment,-0.2571525034758866
1050,2037,Average hours,0.0
1051,2037,Productivity,1.969071458324682
1052,2038,Real GDP,2.239066705214401
1053,2038,Employment,-0.24953097605205987
1054,2038,Average hours,0.0
1055,2038,Productivity,1.9895357291623412
1056,2039,Real GDP,2.2467318462634633
1057,2039,Employment,-0.24673184626346334
1058,2039,Average hours,0.0
1059,2039,Productivity,2.0
1060,2040,Real GDP,2.2442286516081666
1061,2040,Employment,-0.24422865160816665
1062,2040,Average hours,0.0
1063,2040,Productivity,2.0
1064,2041,Real GDP,2.242753738667358
1065,2041,Employment,-0.24275373866735794
1066,2041,Average hours,0.0
1067,2041,Productivity,2.0
1068,2042,Real GDP,2.242787038375651
1069,2042,Employment,-0.24278703837565097
1070,2042,Average hours,0.0
1071,2042,Productivity,2.0
1072,2043,Real GDP,2.2456653366545254
1073,2043,Employment,-0.2456653366545254
1074,2043,Average hours,0.0
1075,2043,Productivity,2.0
1076,2044,Real GDP,2.2457218573886357
1077,2044,Employment,-0.24572185738863617
1078,2044,Average hours,0.0
1079,2044,Productivity,2.0
1080,2045,Real GDP,2.242787734783991
1081,2045,Employment,-0.24278773478399085
1082,2045,Average hours,0.0
1083,2045,Productivity,2.0
1084,2046,Real GDP,2.2326665810408097
1085,2046,Employment,-0.23266658104080973
1086,2046,Average hours,0.0
1087,2046,Productivity,2.0
1088,2047,Real GDP,2.218402820405969
1089,2047,Employment,-0.21840282040596914
1090,2047,Average hours,0.0
1091,2047,Productivity,2.0
1092,2048,Real GDP,2.2030013023062134
1093,2048,Employment,-0.20300130230621338
1094,2048,Average hours,0.0
1095,2048,Productivity,2.0
1096,2049,Real GDP,2.189987989220752
1097,2049,Employment,-0.18998798922075189
1098,2049,Average hours,0.0
1099,2049,Productivity,2.0
1100,2050,Real GDP,2.179646521520433
1101,2050,Employment,-0.17964652152043303
1102,2050,Average hours,0.0
1103,2050,Productivity,2.0
1104,2051,Real GDP,2.1767594941460167
1105,2051,Employment,-0.17675949414601666
1106,2051,Average hours,0.0
1107,2051,Productivity,2.0
1108,2052,Real GDP,2.173502991639835
1109,2052,Employment,-0.17350299163983518
1110,2052,Average hours,0.0
1111,2052,Productivity,2.0
1112,2053,Real GDP,2.1712339188194463
1113,2053,Employment,-0.17123391881944627
1114,2053,Average hours,0.0
1115,2053,Productivity,2.0
1116,2054,Real GDP,2.1691326177681947
1117,2054,Employment,-0.16913261776819466
1118,2054,Average hours,0.0
1119,2054,Productivity,2.0
1120,2055,Real GDP,2.1654998875283065
1121,2055,Employment,-0.16549988752830602
1122,2055,Average hours,0.0
1123,2055,Productivity,2.0
1124,2056,Real GDP,2.163126759984877
1125,2056,Employment,-0.1631267599848769
1126,2056,Average hours,0.0
1127,2056,Productivity,2.0
1128,2057,Real GDP,2.1635859370247434
1129,2057,Employment,-0.16358593702474344
1130,2057,Average hours,0.0
1131,2057,Productivity,2.0
1132,2058,Real GDP,2.166202937169963
1133,2058,Employment,-0.16620293716996315
1134,2058,Average hours,0.0
1135,2058,Productivity,2.0
1136,2059,Real GDP,2.168204811637302
1137,2059,Employment,-0.16820481163730205
1138,2059,Average hours,0.0
1139,2059,Productivity,2.0
1140,2060,Real GDP,2.1688538989321704
1141,2060,Employment,-0.1688538989321704
1142,2060,Average hours,0.0
1143,2060,Productivity,2.0
1144,2061,Real GDP,2.163524532567773
1145,2061,Employment,-0.16352453256777322
1146,2061,Average hours,0.0
1147,2061,Productivity,2.0
1148,2062,Real GDP,2.1595506978028234
1149,2062,Employment,-0.15955069780282338
1150,2062,Average hours,0.0
1151,2062,Productivity,2.0
1152,2063,Real GDP,2.1570582588349203
1153,2063,Employment,-0.15705825883492075
1154,2063,Average hours,0.0
1155,2063,Productivity,2.0
1156,2064,Real GDP,2.1582483255099723
1157,2064,Employment,-0.1582483255099727
1158,2064,Average hours,0.0
1159,2064,Productivity,2.0
1160,2065,Real GDP,2.162994297785718
1161,2065,Employment,-0.1629942977857186
1162,2065,Average hours,0.0
1163,2065,Productivity,2.0
1164,2066,Real GDP,2.1686635045874754
1165,2066,Employment,-0.1686635045874758
1166,2066,Average hours,0.0
1167,2066,Productivity,2.0
1168,2067,Real GDP,2.175267373805958
1169,2067,Employment,-0.17526737380595803
1170,2067,Average hours,0.0
1171,2067,Productivity,2.0
