,date,indicator,value
596,2020-07-01,Rent,3.11968
597,2020-08-01,House Prices (Lagged),3.82549
598,2020-08-01,Owner's Equivalent Rent ,2.68335
599,2020-08-01,Rent,2.94795
600,2020-09-01,House Prices (Lagged),3.63174
601,2020-09-01,Owner's Equivalent Rent ,2.49228
602,2020-09-01,Rent,2.71872
603,2020-10-01,House Prices (Lagged),3.53051
604,2020-10-01,Owner's Equivalent Rent ,2.49725
605,2020-10-01,Rent,2.66971
606,2020-11-01,House Prices (Lagged),3.41454
607,2020-11-01,Owner's Equivalent Rent ,2.28062
608,2020-11-01,Rent,2.44775
609,2020-12-01,House Prices (Lagged),3.2194
610,2020-12-01,Owner's Equivalent Rent ,2.17137
611,2020-12-01,Rent,2.2762
612,2021-01-01,House Prices (Lagged),3.13396
613,2021-01-01,Owner's Equivalent Rent ,2.00912
614,2021-01-01,Rent,2.05225
615,2021-02-01,House Prices (Lagged),3.12092
616,2021-02-01,Owner's Equivalent Rent ,2.02977
617,2021-02-01,Rent,1.95679
618,2021-03-01,House Prices (Lagged),3.1815
619,2021-03-01,Owner's Equivalent Rent ,2.01244
620,2021-03-01,Rent,1.82552
621,2021-04-01,House Prices (Lagged),3.22581
622,2021-04-01,Owner's Equivalent Rent ,2.04158
623,2021-04-01,Rent,1.80281
624,2021-05-01,House Prices (Lagged),3.42194
625,2021-05-01,Owner's Equivalent Rent ,2.10894
626,2021-05-01,Rent,1.82066
627,2021-06-01,House Prices (Lagged),3.69006
628,2021-06-01,Owner's Equivalent Rent ,2.34332
629,2021-06-01,Rent,1.91594
630,2021-07-01,House Prices (Lagged),4.01672
631,2021-07-01,Owner's Equivalent Rent ,2.43162
632,2021-07-01,Rent,1.90642
633,2021-08-01,House Prices (Lagged),4.2983
634,2021-08-01,Owner's Equivalent Rent ,2.55098
635,2021-08-01,Rent,2.12181
636,2021-09-01,House Prices (Lagged),4.57626
637,2021-09-01,Owner's Equivalent Rent ,2.89493
638,2021-09-01,Rent,2.43358
639,2021-10-01,House Prices (Lagged),4.6025
640,2021-10-01,Owner's Equivalent Rent ,3.13265
641,2021-10-01,Rent,2.69982
642,2021-11-01,House Prices (Lagged),4.37008
643,2021-11-01,Owner's Equivalent Rent ,3.52952
644,2021-11-01,Rent,3.0482
645,2021-12-01,House Prices (Lagged),4.38463
646,2021-12-01,Owner's Equivalent Rent ,3.79382
647,2021-12-01,Rent,3.33164
648,2022-01-01,House Prices (Lagged),4.84381
649,2022-02-01,House Prices (Lagged),5.83713
650,2022-03-01,House Prices (Lagged),7.05149
651,2022-04-01,House Prices (Lagged),8.4275
652,2022-05-01,House Prices (Lagged),9.54013
653,2022-06-01,House Prices (Lagged),10.44118
654,2022-07-01,House Prices (Lagged),11.29301
655,2022-08-01,House Prices (Lagged),12.15858
656,2022-09-01,House Prices (Lagged),13.45091
657,2022-10-01,House Prices (Lagged),14.99567
658,2022-11-01,House Prices (Lagged),16.90948
659,2022-12-01,House Prices (Lagged),18.80927
660,2023-01-01,House Prices (Lagged),19.82233
661,2023-02-01,House Prices (Lagged),19.97403
662,2023-03-01,House Prices (Lagged),19.63717
663,2023-04-01,House Prices (Lagged),19.0308
664,2023-05-01,House Prices (Lagged),18.80959
