Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_Age_population,SIMD2020v2_Rank,SIMD_2020v2_Percentile,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,income_rate,income_count,employment_rate,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,crime_rate,overcrowded_count,nocentralheating_count,overcrowded_rate,nocentralheating_rate,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband
S01010888,Greenock Upper Central,Inverclyde,749,520,676,10,2,1,1,924,367,749,1000,6517,826,1201,24%,182,23%,121,170,254,356,130,25%,12%,139,77%,5.19,158,16%,3%,41,550,127,26,17%,3%,3.701878255,1.14117513,1.638427734,2.043932039,3.965738932,2.580539568,4.02655599,5.360449219,12.74234375,0%
S01010889,Greenock Upper Central,Inverclyde,531,369,206,3,1,1,1,242,66,263,1112,6789,330,498,34%,179,31%,114,240,278,287,142,30%,21%,118,75%,5.20,188,7%,5%,44,833,112,30,21%,6%,3.418110687,0.891865458,1.549532443,2.193641304,3.441207061,2.687613636,2.938664122,5.238358779,9.602457061,0%
S01010890,Greenock Town Centre and East Central,Inverclyde,738,455,94,2,1,1,1,38,98,159,340,6810,1456,1774,43%,315,29%,132,245,281,571,138,28%,5%,151,84%,3.71,190,23%,3%,30,409,118,9,15%,1%,2.388459038,1.257678804,1.201245124,2.519486301,2.392210663,2.792818792,4.200819246,4.858803641,7.046859558,0%
S01010891,Greenock Town Centre and East Central,Inverclyde,446,310,1,1,1,1,1,8,4,2,7,6080,17,666,48%,216,44%,134,325,718,1826,155,37%,8%,245,53%,4.50,175,27%,0%,152,3404,82,16,21%,4%,1.760223529,2.170164706,1.573111765,2.3205,2.402041176,2.890357143,5.848388235,4.1153,5.491929412,4%
S01010892,Greenock Town Centre and East Central,Inverclyde,802,501,289,5,1,1,1,236,111,398,2004,6382,583,1684.5,34%,272,29%,144,210,278,219,118,30%,8%,135,77%,5.89,165,7%,5%,52,652,126,13,15%,2%,2.510488609,1.404643285,1.793741007,2.757033898,3.046309952,3.292067669,4.429802158,6.042098321,9.352392086,0%
S01010893,Greenock Town Centre and East Central,Inverclyde,468,298,19,1,1,1,1,6,8,16,385,4595,242,1561.5,49%,228,42%,123,285,650,369,127,34%,25%,186,68%,4.00,160,13%,6%,44,945,86,4,17%,1%,1.419254808,2.786879808,1.886235577,3.65183908,4.123197115,4.3474,5.868197115,5.728038462,11.08469712,1%
S01010894,Greenock Town Centre and East Central,Inverclyde,663,366,580,9,2,1,1,901,489,551,1157,2191,198,2091,25%,163,22%,78,150,183,469,191,38%,6%,129,70%,5.00,119,8%,4%,67,1016,81,10,14%,2%,2.505188953,4.946275436,3.13943314,3.298674912,4.305857558,5.135772358,11.24056323,6.686133721,9.916515262,1%
S01010895,Greenock Town Centre and East Central,Inverclyde,367,238,218,4,1,1,1,349,19,428,1652,2380,455,2008,31%,114,35%,84,170,398,1303,161,26%,0%,163,83%,5.30,184,9%,5%,27,740,57,7,14%,2%,3.059695864,5.007810219,2.537068127,2.274096386,5.152177616,5.730853659,11.11746959,4.64783455,11.96997567,0%
S01010896,Greenock Town Centre and East Central,Inverclyde,641,411,311,5,1,1,1,376,221,287,1243,1723,997,1054,31%,197,26%,105,210,358,388,127,27%,14%,163,72%,5.54,165,7%,3%,32,502,137,3,21%,0%,3.231473013,4.98564093,3.009572714,2.496463415,5.669538981,5.463963415,12.23987631,7.755974513,15.76920165,0%
S01010897,Greenock Town Centre and East Central,Inverclyde,745,484,267,4,1,1,1,218,334,393,712,943,3168,682,34%,256,24%,114,215,207,268,136,26%,12%,144,70%,5.46,201,8%,3%,16,216,198,6,24%,1%,3.763989234,5.512350478,4.491489234,2.499278075,6.305992823,5.726717791,16.14472488,13.50303529,20.82879187,0%
S01010898,Greenock East,Inverclyde,584,378,290,5,1,1,1,175,506,549,544,749,3560,717,36%,209,22%,81,200,250,369,111,26%,18%,130,63%,5.04,191,2%,4%,11,189,128,15,21%,3%,4.522084732,6.268930369,4.766854027,2.156264045,7.051975671,6.268159722,19.24161913,15.02677013,24.23294463,0%
S01010899,Greenock East,Inverclyde,541,367,2425,35,7,4,2,3046,2961,2348,2314,594,6427,1376,11%,62,9%,34,125,70,76,81,23%,14%,112,75%,5.74,131,2%,4%,*,*,100,10,17%,2%,5.519096747,7.265059932,5.314755993,2.731305732,8.049280822,6.934193548,22.39708048,15.85922089,25.05799658,0%
S01010900,Greenock East,Inverclyde,610,406,368,6,2,1,1,260,379,764,1156,1144,2123,303,33%,202,23%,93,200,133,165,88,23%,12%,145,69%,5.50,185,4%,5%,19,313,193,24,28%,3%,4.733590116,6.481362645,3.01512718,1.769,6.701980378,6.706018519,20.19531977,6.680893895,17.71700581,0%
S01010901,Greenock East,Inverclyde,653,416,156,3,1,1,1,158,267,308,133,1123,2032,1426,36%,237,25%,103,240,172,486,124,27%,12%,128,62%,5.30,236,9%,2%,21,323,84,2,18%,0%,3.76816129,5.516198925,3.903333333,1.914003984,6.286758065,5.608989637,16.5545914,11.06747312,19.85550538,0%
S01010902,Greenock East,Inverclyde,996,628,1179,17,4,2,1,1266,1129,1399,1114,2066,2312,1569,21%,212,17%,104,155,198,125,113,22%,6%,125,76%,5.14,167,12%,5%,29,293,166,2,17%,0%,4.556099791,6.329762278,1.984723093,1.592717391,5.659119645,6.728506711,14.43261233,4.532058516,13.49294148,0%
S01010903,Greenock East,Inverclyde,754,464,51,1,1,1,1,55,33,34,567,2471,2063,907,42%,314,34%,154,260,497,156,153,36%,11%,201,76%,5.00,199,14%,2%,24,320,172,4,22%,1%,4.162654477,6.162812106,1.682966583,1.698070652,5.294728878,6.535162338,13.7139628,3.350416141,11.56250631,0%
S01010904,Greenock East,Inverclyde,539,382,57,1,1,1,1,19,37,32,1722,3092,447,746,45%,245,33%,126,255,381,888,237,34%,5%,186,74%,6.18,195,7%,3%,40,746,123,2,23%,0%,4.65991171,6.033536245,1.039725836,2.57030303,4.013633829,7.59540404,12.33599442,2.59260223,10.71089684,0%
S01010905,Greenock East,Inverclyde,972,666,2311,34,7,4,2,2643,2673,1800,2158,1871,3305,2215,13%,128,10%,67,135,69,31,174,21%,4%,140,77%,5.33,151,3%,7%,20,207,91,3,14%,0%,3.594384796,5.333087774,2.469474922,3.057586806,3.707362853,8.164745763,12.0074569,5.532413793,9.894059561,4%
S01010906,Greenock East,Inverclyde,1071,750,1191,18,4,2,1,959,1272,1739,1064,1916,4193,1605,24%,257,16%,119,150,121,203,66,21%,4%,129,72%,5.30,180,5%,4%,16,150,164,2,17%,0%,4.310289855,5.249174431,3.322606108,2.51910596,3.516286232,9.036619718,11.68647774,6.048871636,10.23414596,0%
S01010907,"Port Glasgow Upper, West and Central",Inverclyde,685,454,6180,89,18,9,5,5708,6415,5368,4749,3076,6294,5337,4%,24,2%,10,60,6,0,98,14%,9%,77,88%,5.88,80,1%,10%,3,44,29,3,6%,1%,1.998764259,3.332842205,2.469420152,3.100204082,1.953764259,8.26016129,14.61364068,12.27728137,10.57893536,0%
S01010908,"Port Glasgow Upper, West and Central",Inverclyde,576,355,1229,18,4,2,1,966,1076,941,2380,2964,4062.5,1446,24%,138,17%,60,165,163,189,166,24%,8%,139,71%,5.54,127,2%,9%,9,157,107,5,18%,1%,3.311163934,4.170889344,3.307286885,2.197651515,2.478221311,8.887560976,11.00253279,8.227106557,9.38197541,0%
S01010909,"Port Glasgow Upper, West and Central",Inverclyde,666,419,4275,62,13,7,4,3981.5,3958.5,2995,4375,3385,6269,3062,8%,52,6%,27,90,41,23,205,24%,7%,96,81%,6.25,99,1%,8%,3,45,70,10,10%,1%,3.083165266,3.943648459,3.079380252,1.896551724,2.535556723,8.158842105,10.82815826,8.416106443,9.01640056,0%
S01010910,"Port Glasgow Upper, West and Central",Inverclyde,529,337,184,3,1,1,1,264,128,500,86,5989,630,352,33%,174,28%,95,205,340,147,121,25%,8%,142,60%,4.67,183,14%,1%,33,627,117,34,23%,7%,1.66355,2.52355,1.659975,1.39271028,0.948045,7.437972973,6.62968,4.1949,4.23722,14%
S01010911,"Port Glasgow Upper, West and Central",Inverclyde,515,307,346,5,1,1,1,439,254,380,409,6900,902,1225,30%,153,25%,75,195,272,375,154,30%,17%,143,62%,5.40,164,26%,3%,27,527,90,17,17%,3%,1.31767098,1.622181146,1.284163586,2.259482759,1.156640481,7.257228916,4.926589649,3.877564695,3.515711645,0%
S01010912,"Port Glasgow Upper, West and Central",Inverclyde,555,310,279,4,1,1,1,469,241,211,192,5829,2337,843,29%,163,25%,78,210,387,216,147,34%,7%,151,68%,5.00,202,8%,0%,16,290,142,11,21%,2%,2.122292285,2.362648368,2.125893917,3.043239437,2.081068249,6.042663934,5.913227003,6.008686944,5.949903561,0%
S01010913,"Port Glasgow Upper, West and Central",Inverclyde,657,436,2703,39,8,4,2,3101,1552,2659,4714,2960,5285,2821,11%,74,15%,63,120,148,113,55,23%,0%,95,89%,6.00,96,4%,13%,6,92,66,16,10%,2%,3.098827882,3.255739875,2.832305296,3.244038462,2.971238318,6.55875,10.46975078,9.524034268,10.42438474,0%
S01010914,"Port Glasgow Upper, West and Central",Inverclyde,619,397,2951,43,9,5,3,2912,2864.5,3214,2219,3476,3731,2285.5,12%,74,10%,37,105,55,50,69,20%,6%,100,78%,5.11,111,8%,8%,11,179,87,9,13%,1%,4.250219697,2.63944697,2.793541667,3.177590361,3.050113636,5.577195122,7.423522727,7.580045455,8.414507576,1%
S01010915,"Port Glasgow Upper, West and Central",Inverclyde,698,471,2752,40,8,4,2,2534,2652,3044,2264,3730,3821,2775,14%,95,10%,47,110,68,162,76,21%,0%,87,72%,5.68,120,1%,3%,12,173,89,6,12%,1%,4.968542799,2.419259511,2.573023098,2.916636905,2.829045516,5.34644,8.870516304,9.02578125,9.859898098,0%
S01010916,"Port Glasgow Mid, East and Central",Inverclyde,467,313,293,5,1,1,1,585,153,529,364,4874,465,171,28%,130,28%,86,180,216,491,156,26%,0%,155,58%,5.78,196,20%,4%,34,732,149,66,26%,11%,2.773997396,2.791501736,2.585230035,2.369606299,3.075559896,5.091709402,7.045581597,5.869383681,6.547261285,0%
S01010917,"Port Glasgow Mid, East and Central",Inverclyde,564,367,1148,17,4,2,1,925,573,1720,2514,5747,2760,1680,24%,137,21%,75,150,125,446,76,23%,13%,102,73%,6.00,137,7%,8%,14,250,85,36,12%,5%,3.018370787,2.432015449,2.219922753,1.38677665,2.724132725,4.627654867,7.296471208,6.64997191,7.370660112,0%
S01010918,"Port Glasgow Mid, East and Central",Inverclyde,684,389,1519,22,5,3,2,1295.5,1529,1790,1435,6277,895,3161,21%,144,15%,57,140,152,101,118,21%,4%,123,74%,5.25,163,6%,5%,36,529,82,3,11%,0%,4.382313433,1.772469471,1.76557327,1.8462,2.117418589,4.409673913,6.125495251,5.606105834,6.364667571,0%
S01010919,"Port Glasgow Mid, East and Central",Inverclyde,704,445,1235,18,4,2,1,1073,1105.5,763,1482,5961,4062.5,1498,23%,161,17%,74,180,140,240,137,27%,7%,130,71%,5.40,184,4%,9%,11,157,138,4,17%,1%,4.409882763,2.003662864,1.814062104,1.395439815,2.299109632,4.001124031,7.65141635,6.712579214,7.497179975,0%
S01010920,"Port Glasgow Mid, East and Central",Inverclyde,602,409,403,6,2,1,1,424,366,523,520,2415,2744,1250,30%,180,23%,95,210,87,220,143,27%,9%,139,60%,5.58,217,4%,5%,15,251,113,3,19%,1%,3.929263959,3.434373942,3.140554146,2.409021407,3.732474619,5.613411371,11.31923858,8.096573604,10.77333333,2%
S01010921,"Port Glasgow Mid, East and Central",Inverclyde,584,379,808,12,3,2,1,1184,622,623,466,4113,6131,1274,22%,128,20%,75,195,188,126,104,30%,22%,125,70%,4.93,202,10%,4%,3,52,123,0,20%,0%,5.248170635,2.850321429,1.369003968,2.223424242,3.17356746,4.618508772,13.42319048,4.739325397,13.24284921,0%
S01010922,"Port Glasgow Mid, East and Central",Inverclyde,853,460,423,7,2,1,1,479,415,624,151,5859,2925,1458,29%,249,23%,104,155,265,164,162,32%,19%,143,60%,4.77,199,6%,2%,20,236,132,18,16%,2%,5.248719653,1.971800578,1.762702312,2.032573964,2.414144509,3.824322581,6.680421965,6.498919075,7.567265896,0%
S01010923,Port Glasgow Upper East,Inverclyde,853,526,1155,17,4,2,1,1016,1241,805,921,6401,3759,1184,23%,200,16%,84,160,183,220,120,28%,7%,149,69%,5.04,184,4%,6%,15,177,151,25,17%,3%,5.266220137,1.528031854,1.759658703,2.123263473,2.012454494,4.572568493,4.60483504,5.411453356,5.677036405,0%
S01010924,Port Glasgow Upper East,Inverclyde,539,343,1194,18,4,2,1,1209,1171,826,1034,5378,2602,1316,22%,117,16%,56,180,181,151,90,29%,0%,137,69%,5.38,203,3%,6%,14,261,93,24,15%,4%,5.835531301,2.065638386,2.346305601,2.596453488,2.600897858,4.464951923,4.591346787,5.65089374,5.919991763,0%
S01010925,Port Glasgow Upper East,Inverclyde,690,417,969,14,3,2,1,636,961,1491,979,3985,4816,1084,27%,188,18%,74,155,160,136,134,23%,16%,105,69%,5.64,172,12%,4%,8,117,169,9,20%,1%,6.161200466,2.483047786,2.781150932,2.644204545,3.065215618,4.061846847,5.390635198,6.494326923,6.933916084,8%
S01010926,Port Glasgow Upper East,Inverclyde,770,447,773,12,3,2,1,607,665,919,1246,5900,1019,1230,28%,212,20%,87,190,106,61,125,28%,13%,116,76%,5.31,187,6%,4%,38,496,147,8,19%,1%,5.446780255,2.052961783,2.191910828,2.01,2.595716561,3.262296651,5.468522293,6.709101911,7.011719745,0%
S01010927,Port Glasgow Upper East,Inverclyde,590,355,1452,21,5,3,2,1128,1457,1428,1659,4437,4126,1055,22%,132,15%,53,165,104,56,93,26%,14%,114,78%,5.77,204,1%,2%,9,153,116,5,20%,1%,6.118132582,3.419211438,1.091837088,2.913836478,3.753847487,3.879961832,9.988786828,3.323483536,11.18963605,0%
S01010928,Port Glasgow Upper East,Inverclyde,731,438,823,12,3,2,1,799,866,791,769,3372,2942,1325,26%,187,18%,80,190,131,315,138,22%,9%,135,65%,5.35,178,3%,3%,17,234,121,21,16%,3%,6.734824087,3.856928281,1.135142084,3.360117925,4.189631258,4.318609467,12.45998647,3.541427605,13.4322023,0%
S01010929,Port Glasgow Upper East,Inverclyde,628,414,638,10,2,1,1,776,814,468,474,2947,1691,913,26%,162,19%,77,205,269,126,131,29%,0%,141,63%,5.17,212,5%,5%,23,368,130,16,20%,2%,6.620734848,3.983856061,1.115458333,3.442164179,4.318299242,4.494896552,13.90335606,4.161454545,14.16012879,0%
S01010930,Rural South Midlothian,Midlothian,939,602,5436,78,16,8,4,6413,6169,6494,5485,416,4136,6376,2%,20,2%,15,35,47,15,55,13%,0%,57,89%,5.57,41,0%,10%,14,153,11,19,1%,2%,6.138125,5.608419444,5.554927778,6.663139535,6.894155556,6.970294118,20.18706389,18.47575278,21.57834722,69%
S01010931,Rural South Midlothian,Midlothian,890,583,4922,71,15,8,4,5898,6026,5690,5203,211,5276,4923,3%,28,3%,16,45,49,0,36,18%,6%,75,92%,5.94,66,6%,11%,8,92,16,14,4%,3%,8.626953488,9.477988372,8.492011628,7.938114407,8.79719186,13.95818584,23.69497093,21.23002907,21.99297965,24%
S01010932,Rural South Midlothian,Midlothian,715,464,2112,31,7,4,2,2412,2240,2039,3208,655,3394,2074,14%,101,12%,53,145,57,0,102,27%,5%,112,82%,5.56,131,0%,6%,14,201,77,7,14%,1%,8.731709821,6.685486607,7.221924107,1.127056452,7.519223214,7.232831325,21.05270982,27.37396429,16.67113393,0%
S01010933,Rural South Midlothian,Midlothian,815,494,4208,61,13,7,4,4791,4680,5246,5222,380,2736,5504.5,6%,45,5%,24,70,52,90,48,13%,3%,63,92%,5.90,63,6%,11%,20,251,38,5,5%,1%,9.45321805,6.634980237,7.172852437,2.492028689,8.24349473,7.722342657,26.103722,32.4726087,21.63797431,12%
S01010934,Penicuik Southeast,Midlothian,984,633,5902,85,17,9,5,5466,4703,5876,5791,4453,4453,5499,4%,39,5%,30,45,17,16,75,15%,6%,68,90%,6.16,45,2%,11%,13,135,54,5,5%,0%,3.549436959,2.08427334,2.2569923,4.729972376,3.272617902,4.021141975,8.421891242,5.827309913,8.685129933,0%
S01010935,Penicuik Southeast,Midlothian,655,334,5208,75,15,8,4,5044,4309,4060,5099,4616,4343,5128,5%,32,6%,18,75,95,28,91,18%,0%,81,91%,5.21,54,0%,11%,9,141,40,3,6%,0%,3.307282774,2.264927591,1.99746189,4.292105263,3.606200457,3.252307692,9.09038872,5.813376524,8.591410061,0%
S01010936,Penicuik Southeast,Midlothian,691,422,1906,28,6,3,2,1931,1363.5,1615,3849,6547,494,2213,17%,116,15%,65,130,204,213,113,25%,5%,116,86%,5.38,91,2%,11%,49,712,91,9,13%,1%,2.419054252,1.875934751,1.154992669,3.628081761,3.254428152,2.643145161,5.71861437,3.268108504,5.647903226,0%
S01010937,Penicuik Southeast,Midlothian,705,448,5540,80,16,8,4,4842,5101,4084,5177,4985,5086,5925,5%,38,4%,18,70,49,125,87,17%,6%,88,83%,6.38,67,1%,11%,7,102,33,1,5%,0%,2.30604739,1.982383242,1.826644918,3.397462687,3.033162775,3.321363636,8.551614011,6.923427198,7.307692308,3%
S01010938,Penicuik Southeast,Midlothian,805,509,1489,22,5,3,2,1729,1533,1951,809,5154,922,1547,18%,145,15%,74,135,93,240,102,24%,0%,106,70%,4.74,158,6%,4%,42,522,134,9,17%,1%,1.316059951,2.24710754,1.635778739,2.824285714,4.061644005,2.520538922,7.795067985,5.296990111,6.036854141,23%
S01010939,Penicuik Southwest,Midlothian,476,294,4544,66,14,7,4,4432,3600,5167,4966,3983,1455,4430,7%,31,7%,21,75,23,0,70,17%,0%,60,86%,5.94,63,0%,7%,19,409,36,6,7%,1%,2.481964981,3.452101167,2.309012646,1.642095238,4.791536965,1.553617021,11.84445525,8.73098249,11.02632296,3%
S01010940,Penicuik Southwest,Midlothian,634,373,6684,96,20,10,5,6367,6200,6500,6758,2788,5517,6742,2%,14,2%,9,30,118,0,58,15%,0%,58,*,6.67,24,2%,7%,5,81,11,3,2%,0%,3.465245242,3.92329429,2.915801611,3.745,5.264304539,2.870514706,10.16264275,7.21772328,9.836500732,0%
S01010941,Penicuik Southwest,Midlothian,823,499,6129,88,18,9,5,6252,6434,5817,5788,1472,5370,5741.5,2%,20,2%,10,45,33,0,59,16%,0%,72,90%,5.89,37,1%,9%,7,87,44,0,5%,0%,3.887619186,4.463950581,3.758607558,2.43976378,6.115328488,3.755239726,11.8319186,8.884197674,11.43575581,35%
S01010942,Penicuik Southwest,Midlothian,677,374,6578,95,19,10,5,6772,6623,6802,5652,1735,5954,6813,1%,9,2%,7,25,0,108,61,15%,0%,47,88%,6.00,41,2%,11%,4,61,8,3,1%,0%,3.357283282,4.189787152,4.31252709,1.884939024,6.822174923,3.869736842,13.85593266,10.97893189,13.56868808,0%
S01010943,Penicuik Southwest,Midlothian,606,387,2603,38,8,4,2,2363,2458,3164,2289,4288,2498,2753,14%,87,11%,41,110,88,99,71,22%,0%,82,83%,4.92,107,4%,5%,16,270,75,6,12%,1%,1.846231942,3.27635634,2.541268058,1.470710784,5.05225923,1.873870968,12.44688604,9.348635634,11.57304976,0%
S01010944,Penicuik Southwest,Midlothian,574,341,1442,21,5,3,2,1558,1341,2082,1140,5273,513,1900,19%,110,16%,52,100,192,310,74,23%,8%,134,71%,5.19,136,1%,1%,40,696,92,2,16%,0%,1.29806872,2.679293049,1.896417852,2.292633333,4.40549763,1.9875,8.107432859,5.009707741,7.232349921,12%
S01010945,Penicuik East,Midlothian,670,405,2094,31,7,4,2,2087,2025,2833,1780,4745,486,4526,16%,106,13%,50,125,13,24,118,24%,12%,93,76%,5.48,159,4%,4%,48,719,43,0,8%,0%,2.103787037,1.349615741,3.664648148,1.691135458,5.400847222,3.279038462,4.96,8.593490741,11.08579167,18%
S01010946,Penicuik East,Midlothian,935,555,1914,28,6,3,2,1976,1787,1664,1615,4926,1990,2252,17%,155,13%,73,120,95,307,104,25%,5%,141,77%,4.84,134,8%,7%,31,329,113,6,14%,1%,2.522945122,1.707987805,3.691960366,2.234463668,4.38585061,4.355269461,4.626378049,8.375914634,11.17066463,0%
S01010947,Penicuik East,Midlothian,543,340,2483,36,8,4,2,2735,2275,3282,1753,3058,3288,2236,13%,69,12%,39,85,64,0,115,22%,0%,116,80%,5.00,131,6%,4%,11,208,73,6,14%,1%,3.090876866,2.461110075,4.111856343,3.046369427,4.596646455,4.9425,7.809141791,8.374794776,11.10719216,0%
S01010948,Penicuik East,Midlothian,651,389,2676,39,8,4,2,2988,2518,2655,2029,2421,5233,3827,12%,76,11%,41,110,161,72,73,22%,0%,107,79%,5.42,118,3%,2%,6,94,65,0,10%,0%,3.065534918,2.246300149,4.552544577,2.65883871,5.694431649,4.565409836,7.641612184,9.872867756,12.60685736,17%
S01010949,Penicuik North,Midlothian,944,523,5885,85,17,9,5,6758,6079,5108,5753,1177,4336,6703,1%,13,3%,14,55,31,0,119,22%,5%,61,91%,6.00,53,0%,9%,13,141,16,5,2%,1%,3.610889447,3.755577889,5.229844221,2.31026455,7.517301508,3.696891892,15.8299196,12.90381407,15.12852764,3%
S01010950,Penicuik North,Midlothian,859,497,3462,50,10,5,3,3171,3351,3626,2791,3288,4981,2652,11%,94,8%,40,80,57,135,95,22%,0%,80,83%,5.00,97,2%,6%,9,107,95,18,11%,2%,2.231285461,2.607907801,3.849346927,3.098871951,6.258333333,3.491047297,10.21538121,7.171873522,9.396595745,0%
S01010951,Penicuik North,Midlothian,606,382,3735,54,11,6,3,4047,3541,4232,3359,1271,4783,4659.5,8%,46,8%,29,70,12,25,97,19%,0%,100,83%,5.40,90,2%,8%,7,118,40,8,6%,1%,2.991174121,3.469217252,4.608666134,3.436205674,7.070607029,4.354752066,15.46658946,12.62792332,14.92822684,0%
S01010952,Penicuik North,Midlothian,534,370,4125,60,12,6,3,3696,4300,4056,4772,1626,4125,3459,9%,47,6%,21,70,35,80,81,19%,0%,93,89%,5.77,72,2%,11%,8,153,49,9,9%,2%,2.592425926,3.070657407,4.21212037,3.13092,6.67287963,4.252857143,14.90908333,12.2055,14.6547037,0%
S01010953,Penicuik North,Midlothian,543,346,4010,58,12,6,3,3943,3588,4304,3400,2460,4881,3922,8%,43,7%,25,90,35,0,82,20%,0%,69,80%,5.73,82,3%,6%,6,113,48,5,9%,1%,2.518253119,3.571047237,3.689273619,1.790614754,6.186452763,2.89961039,14.78244207,11.83275401,14.34030303,0%
S01010954,Pentland,Midlothian,736,539,5553,80,16,8,4,5974,6089,5719,4637,1332,3904,3950,3%,22,3%,14,40,126,47,82,13%,18%,67,91%,5.81,72,3%,6%,12,167,48,0,9%,0%,4.136157635,4.171412151,5.667594417,1.875344828,8.041810345,3.968445946,11.44658456,9.982660099,12.20750411,9%
S01010955,Pentland,Midlothian,1013,608,5656,82,17,9,5,6337,5799.5,6361,5012,854,6365,4673,2%,23,3%,18,40,34,14,74,11%,2%,59,88%,5.73,59,1%,10%,4,40,72,6,7%,1%,4.723922287,4.592072336,6.091324536,2.411005222,8.628426197,4.368665049,14.41762463,13.05821114,15.28524927,19%
S01010956,Pentland,Midlothian,1276,862,4828,70,14,7,4,5314,5525,6201,4481,537,4140,2876,4%,55,3%,29,40,29,26,48,14%,2%,64,80%,5.83,77,0%,13%,19,153,55,32,8%,5%,5.213874819,3.758827786,4.593180174,4.068107477,8.329797395,7.879094828,16.52769175,18.24831404,21.42866136,54%
S01010957,Roslin and Bilston,Midlothian,546,313,6232,90,18,9,5,5911,5696,5526,5583,3772,4893,6243,3%,17,3%,10,45,44,0,117,19%,8%,64,88%,6.17,50,3%,13%,6,113,19,3,3%,1%,5.599363167,1.33996988,1.986450086,2.032733813,8.170615318,6.755,5.980981067,6.571574871,16.0821988,0%
S01010958,Roslin and Bilston,Midlothian,470,264,4614,67,14,7,4,4705,3854,3559,4288,3273,5850,4217,6%,27,7%,18,80,85,186,80,18%,6%,92,86%,5.36,62,2%,11%,3,65,36,6,7%,1%,5.02466805,2.081773859,1.205108921,3.256034483,7.595575726,7.582115385,6.052391079,4.586364108,14.31791494,0%
S01010959,Roslin and Bilston,Midlothian,626,386,4408,64,13,7,4,4186.5,3814,3906,4924,3929,2805,2204,7%,45,7%,26,80,13,172,127,17%,6%,88,84%,5.74,62,0%,13%,15,245,70,16,12%,3%,4.671273748,2.252586356,0.766783247,3.65140411,7.240785838,7.636609195,4.996606218,2.778963731,13.66479275,0%
S01010960,Roslin and Bilston,Midlothian,1154,767,2567,37,8,4,2,2894,3223,2812,2156,961,3343,2756,12%,139,8%,65,120,69,49,107,19%,10%,98,72%,5.51,132,3%,7%,24,204,131,11,12%,1%,5.509664247,4.233493648,3.244230944,2.157515723,6.058480036,7.413790323,16.6472618,14.11423321,15.40521779,3%
S01010961,Roslin and Bilston,Midlothian,532,314,2499,36,8,4,2,2598.5,2214,2564,2334,4508,3224,1191,13%,71,12%,37,110,117,123,77,24%,8%,98,74%,5.12,121,2%,11%,11,212,109,4,19%,1%,3.014076855,3.773825088,0.887067138,1.148347826,5.583696996,8.112028986,11.58303004,3.732597173,13.25001767,0%
S01010962,Straiton,Midlothian,548,292,2811,41,9,5,3,3389,3075,2952,2887,1050,3040,1480,10%,55,9%,26,100,78,38,107,22%,0%,108,*,*,138,6%,7%,12,224,64,32,12%,6%,1.851528302,4.670400943,3.835377358,4.094482759,5.143698113,8.716710526,14.77699528,12.58048113,14.99484434,8%
S01010963,Straiton,Midlothian,897,601,3755,54,11,6,3,4247,4328,4234,3483,1990,485,4461,7%,63,6%,33,80,103,0,102,17%,3%,74,82%,5.31,90,2%,11%,65,720,67,10,7%,1%,1.526622761,3.234454689,3.530966807,4.322727273,3.571548999,7.431973684,13.5772471,11.32013962,12.65586143,1%
S01010964,Straiton,Midlothian,504,260,3832,55,11,6,3,4149,3684,4211,1863,5125,2016,5794,7%,37,7%,18,80,56,0,57,19%,0%,91,75%,5.11,115,2%,3%,16,325,26,0,5%,0%,2.033981836,1.243092734,2.573718929,2.318888889,3.148393881,8.196666667,6.534397706,10.21887667,11.57987094,0%
S01010965,Straiton,Midlothian,529,336,1156,17,4,2,1,863,1450,1929,670,5756,789,2029,25%,132,15%,50,150,46,29,65,23%,14%,132,66%,5.00,178,5%,4%,30,562,80,0,15%,0%,1.753525145,1.512509671,2.032369439,2.564047619,2.693104449,8.291612903,7.982911025,5.914932302,7.434806576,0%
S01010966,Loanhead,Midlothian,736,433,2938,43,9,5,3,2845,2796,2347,2369,5415,3481,3294,12%,90,10%,42,115,79,213,106,21%,4%,119,75%,5.43,142,0%,5%,14,195,77,0,11%,0%,2.81965942,2.133224638,1.485536232,2.962888199,2.1975,8.319782609,9.200764493,5.095126812,6.527474638,0%
S01010967,Loanhead,Midlothian,687,461,2201,32,7,4,2,2222,2025,2430,1367,6713,3053,880,15%,104,13%,57,130,64,65,130,21%,4%,100,75%,5.06,165,3%,4%,15,224,150,6,22%,1%,2.356800574,0.933586801,1.61543759,1.96472067,2.281327116,8.058242188,4.063314204,5.571707317,7.091068867,0%
