income,type,rate,label,label2
40600,plus_nics,0.28,+ National Insurance,Income Tax + NIC
40600,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
40600,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
40600,plus_student_loans,0.43,+ Student Loans,+ Student Loans
40700,income_tax,0.2,Income Tax,Income Tax
40700,plus_nics,0.28,+ National Insurance,Income Tax + NIC
40700,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
40700,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
40700,plus_student_loans,0.43,+ Student Loans,+ Student Loans
40800,income_tax,0.2,Income Tax,Income Tax
40800,plus_nics,0.28,+ National Insurance,Income Tax + NIC
40800,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
40800,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
40800,plus_student_loans,0.43,+ Student Loans,+ Student Loans
40900,income_tax,0.2,Income Tax,Income Tax
40900,plus_nics,0.28,+ National Insurance,Income Tax + NIC
40900,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
40900,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
40900,plus_student_loans,0.43,+ Student Loans,+ Student Loans
41000,income_tax,0.2,Income Tax,Income Tax
41000,plus_nics,0.28,+ National Insurance,Income Tax + NIC
41000,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
41000,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
41000,plus_student_loans,0.43,+ Student Loans,+ Student Loans
41100,income_tax,0.2,Income Tax,Income Tax
41100,plus_nics,0.28,+ National Insurance,Income Tax + NIC
41100,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
41100,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
41100,plus_student_loans,0.43,+ Student Loans,+ Student Loans
41200,income_tax,0.2,Income Tax,Income Tax
41200,plus_nics,0.28,+ National Insurance,Income Tax + NIC
41200,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
41200,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
41200,plus_student_loans,0.43,+ Student Loans,+ Student Loans
41300,income_tax,0.2,Income Tax,Income Tax
41300,plus_nics,0.28,+ National Insurance,Income Tax + NIC
41300,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
41300,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
41300,plus_student_loans,0.43,+ Student Loans,+ Student Loans
41400,income_tax,0.2,Income Tax,Income Tax
41400,plus_nics,0.28,+ National Insurance,Income Tax + NIC
41400,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
41400,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
41400,plus_student_loans,0.43,+ Student Loans,+ Student Loans
41500,income_tax,0.2,Income Tax,Income Tax
41500,plus_nics,0.28,+ National Insurance,Income Tax + NIC
41500,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
41500,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
41500,plus_student_loans,0.43,+ Student Loans,+ Student Loans
41600,income_tax,0.2,Income Tax,Income Tax
41600,plus_nics,0.28,+ National Insurance,Income Tax + NIC
41600,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
41600,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
41600,plus_student_loans,0.43,+ Student Loans,+ Student Loans
41700,income_tax,0.2,Income Tax,Income Tax
41700,plus_nics,0.28,+ National Insurance,Income Tax + NIC
41700,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
41700,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
41700,plus_student_loans,0.43,+ Student Loans,+ Student Loans
41800,income_tax,0.2,Income Tax,Income Tax
41800,plus_nics,0.28,+ National Insurance,Income Tax + NIC
41800,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
41800,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
41800,plus_student_loans,0.43,+ Student Loans,+ Student Loans
41900,income_tax,0.2,Income Tax,Income Tax
41900,plus_nics,0.28,+ National Insurance,Income Tax + NIC
41900,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
41900,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
41900,plus_student_loans,0.43,+ Student Loans,+ Student Loans
42000,income_tax,0.2,Income Tax,Income Tax
42000,plus_nics,0.28,+ National Insurance,Income Tax + NIC
42000,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
42000,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
42000,plus_student_loans,0.43,+ Student Loans,+ Student Loans
42100,income_tax,0.2,Income Tax,Income Tax
42100,plus_nics,0.28,+ National Insurance,Income Tax + NIC
42100,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
42100,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
42100,plus_student_loans,0.43,+ Student Loans,+ Student Loans
42200,income_tax,0.2,Income Tax,Income Tax
42200,plus_nics,0.28,+ National Insurance,Income Tax + NIC
42200,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
42200,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
42200,plus_student_loans,0.43,+ Student Loans,+ Student Loans
42300,income_tax,0.2,Income Tax,Income Tax
42300,plus_nics,0.28,+ National Insurance,Income Tax + NIC
42300,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
42300,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
42300,plus_student_loans,0.43,+ Student Loans,+ Student Loans
42400,income_tax,0.2,Income Tax,Income Tax
42400,plus_nics,0.28,+ National Insurance,Income Tax + NIC
42400,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
42400,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
42400,plus_student_loans,0.43,+ Student Loans,+ Student Loans
42500,income_tax,0.2,Income Tax,Income Tax
42500,plus_nics,0.28,+ National Insurance,Income Tax + NIC
42500,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
42500,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
42500,plus_student_loans,0.43,+ Student Loans,+ Student Loans
42600,income_tax,0.2,Income Tax,Income Tax
42600,plus_nics,0.28,+ National Insurance,Income Tax + NIC
42600,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
42600,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
42600,plus_student_loans,0.43,+ Student Loans,+ Student Loans
42700,income_tax,0.2,Income Tax,Income Tax
42700,plus_nics,0.28,+ National Insurance,Income Tax + NIC
42700,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
42700,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
42700,plus_student_loans,0.43,+ Student Loans,+ Student Loans
42800,income_tax,0.2,Income Tax,Income Tax
42800,plus_nics,0.28,+ National Insurance,Income Tax + NIC
42800,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
42800,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
42800,plus_student_loans,0.43,+ Student Loans,+ Student Loans
42900,income_tax,0.2,Income Tax,Income Tax
42900,plus_nics,0.28,+ National Insurance,Income Tax + NIC
42900,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
42900,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
42900,plus_student_loans,0.43,+ Student Loans,+ Student Loans
43000,income_tax,0.2,Income Tax,Income Tax
43000,plus_nics,0.28,+ National Insurance,Income Tax + NIC
43000,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
43000,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
43000,plus_student_loans,0.43,+ Student Loans,+ Student Loans
43100,income_tax,0.2,Income Tax,Income Tax
43100,plus_nics,0.28,+ National Insurance,Income Tax + NIC
43100,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
43100,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
43100,plus_student_loans,0.43,+ Student Loans,+ Student Loans
43200,income_tax,0.2,Income Tax,Income Tax
43200,plus_nics,0.28,+ National Insurance,Income Tax + NIC
43200,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
43200,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
43200,plus_student_loans,0.43,+ Student Loans,+ Student Loans
43300,income_tax,0.2,Income Tax,Income Tax
43300,plus_nics,0.28,+ National Insurance,Income Tax + NIC
43300,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
43300,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
43300,plus_student_loans,0.43,+ Student Loans,+ Student Loans
43400,income_tax,0.2,Income Tax,Income Tax
43400,plus_nics,0.28,+ National Insurance,Income Tax + NIC
43400,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
43400,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
43400,plus_student_loans,0.43,+ Student Loans,+ Student Loans
43500,income_tax,0.2,Income Tax,Income Tax
43500,plus_nics,0.28,+ National Insurance,Income Tax + NIC
43500,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
43500,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
43500,plus_student_loans,0.43,+ Student Loans,+ Student Loans
43600,income_tax,0.2,Income Tax,Income Tax
43600,plus_nics,0.28,+ National Insurance,Income Tax + NIC
43600,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
43600,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
43600,plus_student_loans,0.43,+ Student Loans,+ Student Loans
43700,income_tax,0.2,Income Tax,Income Tax
43700,plus_nics,0.28,+ National Insurance,Income Tax + NIC
43700,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
43700,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
43700,plus_student_loans,0.43,+ Student Loans,+ Student Loans
43800,income_tax,0.2,Income Tax,Income Tax
43800,plus_nics,0.28,+ National Insurance,Income Tax + NIC
43800,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
43800,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
43800,plus_student_loans,0.43,+ Student Loans,+ Student Loans
43900,income_tax,0.2,Income Tax,Income Tax
43900,plus_nics,0.28,+ National Insurance,Income Tax + NIC
43900,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
43900,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
43900,plus_student_loans,0.43,+ Student Loans,+ Student Loans
44000,income_tax,0.2,Income Tax,Income Tax
44000,plus_nics,0.28,+ National Insurance,Income Tax + NIC
44000,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
44000,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
44000,plus_student_loans,0.43,+ Student Loans,+ Student Loans
44100,income_tax,0.2,Income Tax,Income Tax
44100,plus_nics,0.28,+ National Insurance,Income Tax + NIC
44100,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
44100,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
44100,plus_student_loans,0.43,+ Student Loans,+ Student Loans
44200,income_tax,0.2,Income Tax,Income Tax
44200,plus_nics,0.28,+ National Insurance,Income Tax + NIC
44200,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
44200,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
44200,plus_student_loans,0.43,+ Student Loans,+ Student Loans
44300,income_tax,0.2,Income Tax,Income Tax
44300,plus_nics,0.28,+ National Insurance,Income Tax + NIC
44300,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
44300,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
44300,plus_student_loans,0.43,+ Student Loans,+ Student Loans
44400,income_tax,0.2,Income Tax,Income Tax
44400,plus_nics,0.28,+ National Insurance,Income Tax + NIC
44400,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
44400,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
44400,plus_student_loans,0.43,+ Student Loans,+ Student Loans
44500,income_tax,0.2,Income Tax,Income Tax
44500,plus_nics,0.28,+ National Insurance,Income Tax + NIC
44500,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
44500,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
44500,plus_student_loans,0.43,+ Student Loans,+ Student Loans
44600,income_tax,0.2,Income Tax,Income Tax
44600,plus_nics,0.28,+ National Insurance,Income Tax + NIC
44600,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
44600,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
44600,plus_student_loans,0.43,+ Student Loans,+ Student Loans
44700,income_tax,0.2,Income Tax,Income Tax
44700,plus_nics,0.28,+ National Insurance,Income Tax + NIC
44700,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
44700,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
44700,plus_student_loans,0.43,+ Student Loans,+ Student Loans
44800,income_tax,0.2,Income Tax,Income Tax
44800,plus_nics,0.28,+ National Insurance,Income Tax + NIC
44800,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
44800,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
44800,plus_student_loans,0.43,+ Student Loans,+ Student Loans
44900,income_tax,0.2,Income Tax,Income Tax
44900,plus_nics,0.28,+ National Insurance,Income Tax + NIC
44900,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
44900,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
44900,plus_student_loans,0.43,+ Student Loans,+ Student Loans
45000,income_tax,0.2,Income Tax,Income Tax
45000,plus_nics,0.28,+ National Insurance,Income Tax + NIC
45000,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
45000,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
45000,plus_student_loans,0.43,+ Student Loans,+ Student Loans
45100,income_tax,0.2,Income Tax,Income Tax
45100,plus_nics,0.28,+ National Insurance,Income Tax + NIC
45100,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
45100,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
45100,plus_student_loans,0.43,+ Student Loans,+ Student Loans
45200,income_tax,0.2,Income Tax,Income Tax
45200,plus_nics,0.28,+ National Insurance,Income Tax + NIC
45200,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
45200,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
45200,plus_student_loans,0.43,+ Student Loans,+ Student Loans
45300,income_tax,0.2,Income Tax,Income Tax
45300,plus_nics,0.28,+ National Insurance,Income Tax + NIC
45300,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
45300,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
45300,plus_student_loans,0.43,+ Student Loans,+ Student Loans
45400,income_tax,0.2,Income Tax,Income Tax
45400,plus_nics,0.28,+ National Insurance,Income Tax + NIC
45400,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
45400,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
45400,plus_student_loans,0.43,+ Student Loans,+ Student Loans
45500,income_tax,0.2,Income Tax,Income Tax
45500,plus_nics,0.28,+ National Insurance,Income Tax + NIC
45500,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
45500,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
45500,plus_student_loans,0.43,+ Student Loans,+ Student Loans
45600,income_tax,0.2,Income Tax,Income Tax
45600,plus_nics,0.28,+ National Insurance,Income Tax + NIC
45600,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
45600,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
45600,plus_student_loans,0.43,+ Student Loans,+ Student Loans
45700,income_tax,0.2,Income Tax,Income Tax
45700,plus_nics,0.28,+ National Insurance,Income Tax + NIC
45700,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
45700,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
45700,plus_student_loans,0.43,+ Student Loans,+ Student Loans
45800,income_tax,0.2,Income Tax,Income Tax
45800,plus_nics,0.28,+ National Insurance,Income Tax + NIC
45800,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
45800,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
45800,plus_student_loans,0.43,+ Student Loans,+ Student Loans
45900,income_tax,0.2,Income Tax,Income Tax
45900,plus_nics,0.28,+ National Insurance,Income Tax + NIC
45900,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
45900,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
45900,plus_student_loans,0.43,+ Student Loans,+ Student Loans
46000,income_tax,0.2,Income Tax,Income Tax
46000,plus_nics,0.28,+ National Insurance,Income Tax + NIC
46000,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
46000,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
46000,plus_student_loans,0.43,+ Student Loans,+ Student Loans
46100,income_tax,0.2,Income Tax,Income Tax
46100,plus_nics,0.28,+ National Insurance,Income Tax + NIC
46100,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
46100,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
46100,plus_student_loans,0.43,+ Student Loans,+ Student Loans
46200,income_tax,0.2,Income Tax,Income Tax
46200,plus_nics,0.28,+ National Insurance,Income Tax + NIC
46200,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
46200,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
46200,plus_student_loans,0.43,+ Student Loans,+ Student Loans
46300,income_tax,0.2,Income Tax,Income Tax
46300,plus_nics,0.28,+ National Insurance,Income Tax + NIC
46300,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
46300,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
46300,plus_student_loans,0.43,+ Student Loans,+ Student Loans
46400,income_tax,0.2,Income Tax,Income Tax
46400,plus_nics,0.28,+ National Insurance,Income Tax + NIC
46400,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
46400,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
46400,plus_student_loans,0.43,+ Student Loans,+ Student Loans
46500,income_tax,0.2,Income Tax,Income Tax
46500,plus_nics,0.28,+ National Insurance,Income Tax + NIC
46500,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
46500,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
46500,plus_student_loans,0.43,+ Student Loans,+ Student Loans
46600,income_tax,0.2,Income Tax,Income Tax
46600,plus_nics,0.28,+ National Insurance,Income Tax + NIC
46600,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
46600,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
46600,plus_student_loans,0.43,+ Student Loans,+ Student Loans
46700,income_tax,0.2,Income Tax,Income Tax
46700,plus_nics,0.28,+ National Insurance,Income Tax + NIC
46700,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
46700,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
46700,plus_student_loans,0.43,+ Student Loans,+ Student Loans
46800,income_tax,0.2,Income Tax,Income Tax
46800,plus_nics,0.28,+ National Insurance,Income Tax + NIC
46800,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
46800,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
46800,plus_student_loans,0.43,+ Student Loans,+ Student Loans
46900,income_tax,0.2,Income Tax,Income Tax
46900,plus_nics,0.28,+ National Insurance,Income Tax + NIC
46900,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
46900,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
46900,plus_student_loans,0.43,+ Student Loans,+ Student Loans
47000,income_tax,0.2,Income Tax,Income Tax
47000,plus_nics,0.28,+ National Insurance,Income Tax + NIC
47000,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
47000,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
47000,plus_student_loans,0.43,+ Student Loans,+ Student Loans
47100,income_tax,0.2,Income Tax,Income Tax
47100,plus_nics,0.28,+ National Insurance,Income Tax + NIC
47100,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
47100,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
47100,plus_student_loans,0.43,+ Student Loans,+ Student Loans
47200,income_tax,0.2,Income Tax,Income Tax
47200,plus_nics,0.28,+ National Insurance,Income Tax + NIC
47200,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
47200,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
47200,plus_student_loans,0.43,+ Student Loans,+ Student Loans
47300,income_tax,0.2,Income Tax,Income Tax
47300,plus_nics,0.28,+ National Insurance,Income Tax + NIC
47300,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
47300,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
47300,plus_student_loans,0.43,+ Student Loans,+ Student Loans
47400,income_tax,0.2,Income Tax,Income Tax
47400,plus_nics,0.28,+ National Insurance,Income Tax + NIC
47400,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
47400,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
47400,plus_student_loans,0.43,+ Student Loans,+ Student Loans
47500,income_tax,0.2,Income Tax,Income Tax
47500,plus_nics,0.28,+ National Insurance,Income Tax + NIC
47500,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
47500,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
47500,plus_student_loans,0.43,+ Student Loans,+ Student Loans
47600,income_tax,0.2,Income Tax,Income Tax
47600,plus_nics,0.28,+ National Insurance,Income Tax + NIC
47600,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
47600,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
47600,plus_student_loans,0.43,+ Student Loans,+ Student Loans
47700,income_tax,0.2,Income Tax,Income Tax
47700,plus_nics,0.28,+ National Insurance,Income Tax + NIC
47700,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
47700,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
47700,plus_student_loans,0.43,+ Student Loans,+ Student Loans
47800,income_tax,0.2,Income Tax,Income Tax
47800,plus_nics,0.28,+ National Insurance,Income Tax + NIC
47800,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
47800,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
47800,plus_student_loans,0.43,+ Student Loans,+ Student Loans
47900,income_tax,0.2,Income Tax,Income Tax
47900,plus_nics,0.28,+ National Insurance,Income Tax + NIC
47900,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
47900,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
47900,plus_student_loans,0.43,+ Student Loans,+ Student Loans
48000,income_tax,0.2,Income Tax,Income Tax
48000,plus_nics,0.28,+ National Insurance,Income Tax + NIC
48000,plus_PA_withdrawl,0.28,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
48000,plus_child_benefit_withdrawal,0.28,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
